question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you explain how to merge k sorted lists?,Software Engineer,Software Development Engineer Intern,"Adobe, Amazon, Bloomberg LP, Palantir",2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to merge k sorted lists?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a parking lot system.,Software Engineer,Software Engineer,"Adobe, Amazon, Goldman Sachs",2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a parking lot system.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Have you worked with linked lists before? If so, can you give an example of a project where you used them?",QA/Testing,Software Development Engineer In Test (SDET),Adobe,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Have you worked with linked lists before? If so, can you give an example of a project where you used them?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you check if a given bit string is divisible by 3?,Software Engineer,Software Engineer,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you check if a given bit string is divisible by 3?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the box model in CSS?,Frontend Developer,Front End Developer,"Adobe, IBM ",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the box model in CSS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you ensure thread safety in your code?,Software Engineer,Software Developer,"Adobe, Amdocs",2020,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you ensure thread safety in your code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between a list and a tuple in Python?,Software Engineer,Software Engineer Intern,"Adobe, Altimetrik, Bank of America, Cognizant, DXC Technology, Fidelity Investments, Hewlett Packard Enterprise, Honeywell, IQVIA, Infosys, Intel, Tata Consultancy Services, VMware, Zensar",2020,manual,,,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between a list and a tuple in Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How will the two Virtual Private Clouds communicate?,DevOps Engineer,Senior DevOps Engineer,Adobe,2020,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How will the two Virtual Private Clouds communicate?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the 7 Layer Network OSI model?,SysOps Engineer,Cloud Security Engineer,Adobe,2020,manual,,,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain the 7 Layer Network OSI model?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between a singleton class and an enum?,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,,,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between a singleton class and an enum?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a stored procedure?,Software Engineer,Fresher Software Engineer,"Adobe, Bank of America, Birlasoft, Manulife , REI Systems, Verizon",2020,manual,,,General CS,"A stored procedure is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a stored procedure?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain OOP concepts such as class hierarchy and interfaces?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain OOP concepts such as class hierarchy and interfaces?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the difference between BFS and DFS and when you would use each in searching for a word in a 2D array?,Software Engineer,Grad Software Engineer,Adobe,2021,manual,,,DSA,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Can you explain the difference between BFS and DFS and when you would use each in searching for a word in a 2D array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
When would you use an interface instead of a superclass?,Software Engineer,Software Engineer(Internship),Adobe,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'When would you use an interface instead of a superclass?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have knowledge of Python?,Data Analyst,Data Analyst Intern,"Adobe, EXL, Tata Consultancy Services",2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have knowledge of Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would determine the number of substrings in a given string?,Software Engineer,Software Developer Intern,Adobe,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would determine the number of substrings in a given string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you use the recommendation system for Netflix?,Software Engineer,Software Engineer,Adobe,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you use the recommendation system for Netflix?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a code to determine if two rectangles intersect each other based on their dimensions and coordinates.,Software Engineer,Software Engineer,Adobe,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a code to determine if two rectangles intersect each other based on their dimensions and coordinates.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the fastest way to find an element in a circular list?,Software Engineer,Junior Software Engineer,Adobe,2024,manual,bigtech,junior,General CS,"The fastest way to find an element in a circular list is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the fastest way to find an element in a circular list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a sentence, remove all instances of the letter 'a' and output the result with the same spacing.",QA/Testing,Senior QA Engineer-Automation,Adobe,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a sentence, remove all instances of the letter 'a' and output the result with the same spacing.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Could you provide an example of a real-time problem you've coded for?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Could you provide an example of a real-time problem you've coded for?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of multithreading?,Software Engineer,Senior Software Engineer,"Adobe, Citi, Genesys, Globallogic, Intel, JPMorgan Chase & Co., Oracle, PayPal, Paytm, Siemens, Splunk, Wells Fargo, eBay",2023,manual,bigtech,senior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of multithreading?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience in Data Structures and Algorithms?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience in Data Structures and Algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How familiar are you with Operating Systems?,Software Engineer,Software Engineer(Internship),"Adobe, Bentley Systems, Broadcom Inc., Capgemini, Cisco, FactSet, IBM , Infosys, Mastercard, Qualcomm, SAP, Zensar",2021,manual,bigtech,junior,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'How familiar are you with Operating Systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your knowledge and experience with Multithreading?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your knowledge and experience with Multithreading?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain Complexity Analysis and its importance in Algorithms?,Software Engineer,Software Engineer(Internship),Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain Complexity Analysis and its importance in Algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design an effective traffic system for a square?,Software Engineer,Member Of Technical Staff,Adobe,2021,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design an effective traffic system for a square?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with SQL queries?,Systems Engineer,Systems Engineer,"Adobe, BNP Paribas, Cognizant, Ernst & Young (EY), HARMAN, HCLTech, HappyFresh, HighRadius, IBM , IGATE, Infosys, Oracle, Persistent Systems, Salesforce, Tata Consultancy Services, Tata Technologies",2021,manual,,,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with SQL queries?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your understanding of operating systems?,Software Engineer,Software Engineer,"AMD (ADVANCED MICRO DEVICES), Accenture, Adobe, Capgemini, Cognizant, Dell Technologies, Eaton, IBM , LINE Technology, Oracle, Persistent Systems, S&P Global, Tata Consultancy Services, Tech Mahindra, Teradata, Verizon",2024,manual,bigtech,mid,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'What is your understanding of operating systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you manage user sessions in a cluster environment without broadcasting session details?,Full Stack Developer,Senior Web Engineer,Adobe,2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you manage user sessions in a cluster environment without broadcasting session details?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What algorithmic and data structures concepts do you have experience with?,Software Engineer,Software Engineer,Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What algorithmic and data structures concepts do you have experience with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with memory management?,iOS Developer,IOS Developer,"Adobe, Capgemini, Cerner Corporation, Fiserv, Globant, HARMAN, Oracle, Red Hat, Ubisoft, Wayfair",2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with memory management?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write C code on paper to remove duplicate entries in a linked list.,Software Engineer,Software Engineer II,Adobe,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write C code on paper to remove duplicate entries in a linked list.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a Memory Leak?,Software Engineer,Software Engineer,"Adobe, Ford Motor Company, Infosys, Qualcomm, Synopsys Inc, Tata Consultancy Services",2018,manual,bigtech,mid,General CS,"A memory leak is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a Memory Leak?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you return the longest subarray of consecutive numbers?,Software Engineer,Software Engineer(Internship),Adobe,2018,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you return the longest subarray of consecutive numbers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is Hashing?,Software Engineer,Software Engineering(On Campus),"Adobe, BNY Mellon, Capgemini, Delhivery, Infosys, Morgan Stanley, Mphasis, Persistent Systems, Publicis Sapient",2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is Hashing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How are HashMaps implemented in Java?,Software Engineer,Software Engineering(On Campus),Adobe,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How are HashMaps implemented in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you go about indexing a very large file?,Software Engineer,Software Engineering(On Campus),Adobe,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you go about indexing a very large file?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What evaluation metric do you use if both False positive and False negative should be considered?,ML & Data,Machine Learning Engineer Intern,Adobe,2023,manual,bigtech,junior,Computer Networks,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What evaluation metric do you use if both False positive and False negative should be considered?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the fastest way to find a number in an array of a million sorted integers?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the fastest way to find a number in an array of a million sorted integers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is RAII?,Software Engineer,Software Engineer,"Adobe, Siemens",2016,manual,bigtech,mid,General CS,"Raii is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is RAII?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you retrieve the minimum element of a stack in O(1) time complexity?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How can you retrieve the minimum element of a stack in O(1) time complexity?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a different way to traverse all files and folders in a Unix-based system?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"A different way to traverse all files and folders in a unix-based system is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a different way to traverse all files and folders in a Unix-based system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a Java program to find duplicate integers in an integer array?,QA/Testing,Automation Test Engineer,Adobe,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write a Java program to find duplicate integers in an integer array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write an automation script for the search functionality?,QA/Testing,Automation Test Engineer,Adobe,2019,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you write an automation script for the search functionality?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is Overfitting?,ML & Data,Data Science,"Adobe, Akamai Technologies, American Express, Capgemini, Ernst & Young (EY), PwC , Shopee, Singapore Airlines, Yahoo",2021,manual,bigtech,mid,General CS,"Overfitting is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is Overfitting?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you performed A/B testing in previous roles?,Product Manager,Product Manager,Adobe,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you performed A/B testing in previous roles?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How comfortable are you with string manipulation?,Software Engineer,Software Engineer(Internship),"Adobe, Apple, Google, IBM , LinkedIn, Microsoft, Tokopedia, Twitter",2020,manual,bigtech,junior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'How comfortable are you with string manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find a repeated character in a string?,Software Engineer,Member Of Technical Staff,Adobe,2020,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you find a repeated character in a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you merge two ordered arrays?,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you merge two ordered arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a Python Generator?,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,bigtech,junior,General CS,"A python generator is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a Python Generator?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe the CI/CD process?,DevOps Engineer,Devops Engineer,Adobe,2020,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe the CI/CD process?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with API testing?,QA/Testing,Software QA Engineer,Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked with API testing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with TestNG?,QA/Testing,Software QA Engineer,"Adobe, Visa",2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with TestNG?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss general system design principles and concepts on typical data structures?,Software Engineer,Software Engineer,Adobe,2021,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you discuss general system design principles and concepts on typical data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe some Object-Oriented Programming Design Patterns and discuss them?,Software Engineer,Senior Software Engineer,Adobe,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe some Object-Oriented Programming Design Patterns and discuss them?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with matrices in relation to programming?,Backend Developer,SDE-2 Backend,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with matrices in relation to programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your familiarity with linked lists and how you have used them in your projects?,Backend Developer,SDE-2 Backend,Adobe,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you discuss your familiarity with linked lists and how you have used them in your projects?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Have you worked with dynamic programming before and if so, can you provide an example?",Backend Developer,SDE-2 Backend,Adobe,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Have you worked with dynamic programming before and if so, can you provide an example?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you build a function to promisify another function?,Software Engineer,Senior Software Engineer,Adobe,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you build a function to promisify another function?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What tools have you used on Github?,Software Engineer,Software Development Engineer (SDE),Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What tools have you used on Github?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you detect the loop in a linked list and find the point where the loop started?,Software Engineer,Software Development Engineer (SDE),Adobe,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you detect the loop in a linked list and find the point where the loop started?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you square the elements of an array and then sort it in ascending order?,Software Engineer,Software Engineer,Adobe,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you square the elements of an array and then sort it in ascending order?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What databases have you worked with in the past?,DevOps Engineer,SRE/DevOps Engineer,"Adobe, Tokopedia, Valeo",2022,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'What databases have you worked with in the past?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you pair program on a LeetCode problem?,Software Engineer,Sr Software Development Engineer,Adobe,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you pair program on a LeetCode problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how operating systems work?,Software Engineer,Software Engineer,"Adobe, Boston Consulting Group",2022,manual,bigtech,mid,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'Can you explain how operating systems work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write an algorithm in the language of your choice to find pairs whose sum equals a given number in a list of signed integers.,DevOps Engineer,Devops Engineer,Adobe,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write an algorithm in the language of your choice to find pairs whose sum equals a given number in a list of signed inte'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
