question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
"Implement a simple regex parser that can determine if a given string matches a specified pattern. The regex can only contain special characters: *, ., +. * means zero or more of previous character, . means any character, and + means one or more of previous character.",Software Engineer,Software Engineer,Airbnb,2013,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Implement a simple regex parser that can determine if a given string matches a specified pattern. The regex can only con'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a unique algorithm you have worked on?,Software Engineer,Software Engineering,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a unique algorithm you have worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is DFS and how does it relate to graph traversal?,Software Engineer,Software Engineering,Airbnb,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is DFS and how does it relate to graph traversal?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe tree traversal and its importance in graph theory?,Software Engineer,Software Engineering,Airbnb,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you describe tree traversal and its importance in graph theory?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you encountered any challenges while working with graphs?,Software Engineer,Software Engineering,Airbnb,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Have you encountered any challenges while working with graphs?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What tables and indexes are required in a SQL database to manage chat threads?,Data Engineer,Software Data Engineer,Airbnb,2019,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'What tables and indexes are required in a SQL database to manage chat threads?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to count all ancestors in a directed graph in O(n) time and space?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to count all ancestors in a directed graph in O(n) time and space?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a recommender system for Airbnb listings,ML & Data,"Data Scientist, Algorithms",Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a recommender system for Airbnb listings'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you analyze A/B testing results?,ML & Data,Data Scientist,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you analyze A/B testing results?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write SQL to insert new date's data into a datestamp-partitioned table by using incremental data from other date partitions?,Data Engineer,Data Engineer,Airbnb,2021,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write SQL to insert new date's data into a datestamp-partitioned table by using incremental data from other date'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what a binary search tree is?,Systems Engineer,Systems Engineer,"Airbnb, Bloomberg LP, IBM , Infosys, Intel, Microsoft, Traveloka, eBay",2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain what a binary search tree is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with logistic regression before?,ML & Data,Data Scientist,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked with logistic regression before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to display a list of records into pages?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to display a list of records into pages?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you implement a functionality to set and get values in an object?,Frontend Developer,"Software Engineer, Frontend",Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you implement a functionality to set and get values in an object?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would use 'thing.set' and 'thing.get' methods in an object?,Frontend Developer,"Software Engineer, Frontend",Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would use 'thing.set' and 'thing.get' methods in an object?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a simple JavaScript concept?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain a simple JavaScript concept?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to iterate over a list in Java?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to iterate over a list in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you approach solving combination problems?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you approach solving combination problems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of logistic regression?,ML & Data,Data Science Consultant,"Airbnb, Delhivery, Quantiphi",2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of logistic regression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience compiling and running code?,Software Engineer,Software Development Engineer (SDE) Intern,Airbnb,2020,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience compiling and running code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain some data structures and arrays manipulation?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain some data structures and arrays manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you check if a word is a Palindrome?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you check if a word is a Palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you find all pairs of words in a list that, when concatenated, form a palindrome?",Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you find all pairs of words in a list that, when concatenated, form a palindrome?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain how to paginate through a list of entries?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to paginate through a list of entries?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what asynchronous JavaScript programming is?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain what asynchronous JavaScript programming is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain recursion and dynamic programming?,Software Engineer,Software Engineer,"Airbnb, Apple",2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain recursion and dynamic programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you consider data structures in solving algorithm problems?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you consider data structures in solving algorithm problems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How important is run time performance when implementing algorithms?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How important is run time performance when implementing algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with manipulating the DOM and styling with JavaScript?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you discuss your experience with manipulating the DOM and styling with JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Could you demonstrate your coding skills with live coding of a runnable code?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Could you demonstrate your coding skills with live coding of a runnable code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss classic data structures and algorithms?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss classic data structures and algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design an iterator class to iterate over a list of lists.,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design an iterator class to iterate over a list of lists.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would optimize a rounding allocator?,Software Engineer,SWE,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would optimize a rounding allocator?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the has_next() function,Full Stack Developer,Full Stack Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the has_next() function'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What does the remove() function do?,Full Stack Developer,Full Stack Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What does the remove() function do?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a challenging coding problem you have encountered?,Software Engineer,Software Engineer,Airbnb,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a challenging coding problem you have encountered?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you parse an escaped string into CSV format?,Software Engineer,Software Engineer,Airbnb,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you parse an escaped string into CSV format?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the Alien Dictionary problem from LeetCode?,Software Engineer,Software Engineer,Airbnb,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the Alien Dictionary problem from LeetCode?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain object-oriented concepts in Java?,Software Engineer,Associate Software Developer,"Airbnb, Ericsson, Tata Consultancy Services",2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain object-oriented concepts in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find the shortest flight path between two cities?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you find the shortest flight path between two cities?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find palindrome pairs in a list of strings?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you find palindrome pairs in a list of strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a time when you had to solve an algorithmic question that involved data parsing?,Software Engineer,SWE,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a time when you had to solve an algorithmic question that involved data parsing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your knowledge of File Systems?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your knowledge of File Systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide all combinations of menu items that satisfy a given budget?,Software Engineer,Senior Software Engineer,Airbnb,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide all combinations of menu items that satisfy a given budget?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a Queue class from scratch with an existing bug that limits it to 5 elements?,Software Engineer,Senior Software Engineer,Airbnb,2017,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement a Queue class from scratch with an existing bug that limits it to 5 elements?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the time complexity of the code?,Software Engineer,Software Engineer New Grad,"Airbnb, Google",2021,manual,bigtech,junior,General CS,"The time complexity of the code is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the time complexity of the code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your understanding of algorithms and data structures?,Software Engineer,Software Engineer,"Airbnb, Google, Indeed, Microsoft",2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your understanding of algorithms and data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to parse a CSV file?,Backend Developer,Software Engineer (Backend),Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to parse a CSV file?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Could you design a rental room inventory management system?,Software Engineer,Software Engineer,Airbnb,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Could you design a rental room inventory management system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What Leetcode Hard graph/tree problems have you worked on?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What Leetcode Hard graph/tree problems have you worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your approach to solving system design questions?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your approach to solving system design questions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you extend an input to autocomplete on change?,Frontend Developer,Front End Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you extend an input to autocomplete on change?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your knowledge about distributed systems?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your knowledge about distributed systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Palindrome Pairs work?,Software Engineer,Software Engineering,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how Palindrome Pairs work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you approach text justification?,Software Engineer,Software Engineering,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you approach text justification?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to check if a given string is a palindrome?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to check if a given string is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you make the code reusable for multiple star widgets?,Frontend Developer,Front End Engineer,Airbnb,2016,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'How would you make the code reusable for multiple star widgets?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to create an iterator for a nested list class?,Software Engineer,Software Engineering,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to create an iterator for a nested list class?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with data warehouse modeling?,Data Engineer,Data Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your experience with data warehouse modeling?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with SQL and MapReduce before?,Data Engineer,Data Engineer,Airbnb,2015,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked with SQL and MapReduce before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain SQL concepts such as joins, aggregates, sub queries, and windowing?",Data Engineer,Data Engineer,Airbnb,2015,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you explain SQL concepts such as joins, aggregates, sub queries, and windowing?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you describe what occurs when a URL is entered into a web browser?,Software Engineer,Software Engineer,Airbnb,2012,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe what occurs when a URL is entered into a web browser?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a key-value store?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a key-value store?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to flatten a list?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to flatten a list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a Menu with Items and Item Prices and a totalCost, can you find all combinations that add up to a certain price?",Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a Menu with Items and Item Prices and a totalCost, can you find all combinations that add up to a certain price?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How would you design a metric for customer service calls?,ML & Data,Data Scientist,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a metric for customer service calls?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with low-level design?,Software Engineer,Senior Software Engineer,Airbnb,2022,manual,bigtech,senior,General CS,"Your experience with low-level design is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with low-level design?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the architecture of a mock chat app?,Frontend Developer,Front End Engineer,Airbnb,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the architecture of a mock chat app?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you develop a user interface for a simple card game?,Frontend Developer,Front End Engineer,Airbnb,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you develop a user interface for a simple card game?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you build a simple React component?,Frontend Developer,Front End Engineer,Airbnb,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you build a simple React component?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would determine if a string has balanced brackets?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would determine if a string has balanced brackets?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a Java class with multiple APIs to solve a practical problem?,Backend Developer,Software Engineer (Backend),Airbnb,2016,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you implement a Java class with multiple APIs to solve a practical problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What programming languages are you comfortable using?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What programming languages are you comfortable using?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with graphs and sorting/searching algorithms?,Software Engineer,Software Engineer New Grad,Airbnb,2018,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain your experience with graphs and sorting/searching algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would paginate a list of CSV strings based on certain conditions?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would paginate a list of CSV strings based on certain conditions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
