question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
"What motivates you to work in the advertising industry, and how do you see yourself making an impact at Dentsu?",Creative Director,Creative Director,Dentsu,2025,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What motivates you to work in the advertising industry, and how do you see yourself making an impact at Dentsu?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How has your previous work experience shaped your understanding of the changing landscape of advertising?,Media Planner,Media Planner,Dentsu,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How has your previous work experience shaped your understanding of the changing landscape of advertising?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Tell us about a project where you collaborated with cross-functional teams. What were the challenges and outcomes?,Project Manager,Senior Project Manager,Dentsu,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Tell us about a project where you collaborated with cross-functional teams. What were the challenges and outcomes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a learning experience from your education that has directly influenced your approach to client solutions in marketing?,Marketing Strategist,Marketing Strategist,Dentsu,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a learning experience from your education that has directly influenced your approach to client solution'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What inspired you to apply to Omnicom specifically, and how do you see yourself making an impact within the organization?",Social Media Manager,Digital Communications Manager,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What inspired you to apply to Omnicom specifically, and how do you see yourself making an impact within the organization'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
How do you see your professional values aligning with Omnicom's commitment to client success?,Client Services,Client Relationship Manager,Omnicom,2025,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you see your professional values aligning with Omnicom's commitment to client success?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How have your previous roles prepared you for the fast-paced work environment typically seen at Omnicom?,Web Developer,Front-End Developer,Omnicom,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How have your previous roles prepared you for the fast-paced work environment typically seen at Omnicom?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What motivates you to work in advertising, and why do you think Omnicom is the right place for you to pursue that passion?",Creative Copywriter,Senior Copywriter,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What motivates you to work in advertising, and why do you think Omnicom is the right place for you to pursue that passio'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you share an example of a time when you overcame a challenge during a project? What did you learn from it?,Brand Manager,Junior Brand Manager,Omnicom,2025,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you share an example of a time when you overcame a challenge during a project? What did you learn from it?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How do you stay current with best practices in your field, and how would this benefit your role at Omnicom?",Content Strategist,Senior Content Strategist,Omnicom,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How do you stay current with best practices in your field, and how would this benefit your role at Omnicom?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What do you find most appealing about Omnicom's diversity and inclusion initiatives?,Human Resources,HR Business Partner,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What do you find most appealing about Omnicom's diversity and inclusion initiatives?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What is a growth area you've identified for yourself, and how are you working to improve in that aspect?",Finance Analyst,Finance Associate,Omnicom,2025,General CS,"A growth area you've identified for yourself, and how are you working to improve in that aspect is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.","Identify the main concept in: 'What is a growth area you've identified for yourself, and how are you working to improve in that aspect?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you identify a strength of yours that has been critical in achieving project success in your previous roles?,UX Designer,Senior UX Designer,Omnicom,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you identify a strength of yours that has been critical in achieving project success in your previous roles?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What are your long-term career goals, and how do you see Omnicom supporting those aspirations?",Public Relations Specialist,PR Account Executive,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What are your long-term career goals, and how do you see Omnicom supporting those aspirations?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What have you learned from your past campaigns that would be pertinent to Omnicom’s approach to integrated communication?,Media Planner,Senior Media Planner,Omnicom,2025,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What have you learned from your past campaigns that would be pertinent to Omnicom’s approach to integrated communication'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
In what ways do you think your educational background provides you with a unique perspective on marketing strategies?,Digital Strategist,Digital Marketing Specialist,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'In what ways do you think your educational background provides you with a unique perspective on marketing strategies?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss a time when you had to quickly adapt to industry changes? How did it impact your career goals?,Account Manager,Senior Account Manager,Omnicom,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss a time when you had to quickly adapt to industry changes? How did it impact your career goals?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What features of Omnicom’s corporate culture resonate with your personal career motivations?,Data Scientist,Data Science Manager,Omnicom,2025,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What features of Omnicom’s corporate culture resonate with your personal career motivations?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What specific projects in your previous roles have prepared you for the collaborative environment at Omnicom?,Creative Director,Associate Creative Director,Omnicom,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What specific projects in your previous roles have prepared you for the collaborative environment at Omnicom?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how your academic experiences have shaped your understanding of the advertising industry?,Marketing Analyst,Junior Marketing Analyst,Omnicom,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how your academic experiences have shaped your understanding of the advertising industry?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What aspects of WPP's values resonate with you the most, and how do you embody these values in your work?",SEO Specialist,Senior SEO Specialist,WPP,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What aspects of WPP's values resonate with you the most, and how do you embody these values in your work?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
