question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Find the kth largest number in the array.,Software Engineer,SDE1,Meta,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Find the kth largest number in the array.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a string, find the number of possible codes that the string can generate based on the mapping a=1, b=2, ..., z=26.",Software Engineer,Software Engineer(Internship),Meta,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a string, find the number of possible codes that the string can generate based on the mapping a=1, b=2, ..., z=26.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain how you would approach task scheduling with a cool off period?,Software Engineer,Software Engineer,Meta,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach task scheduling with a cool off period?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Calculate the shorter distance between two points using a mathematical formula.,Software Engineer,Senior Software Engineer,Meta,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Calculate the shorter distance between two points using a mathematical formula.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a query to compute conversion rates for 2 products based on user actions logs.,ML & Data,Data Scientist,Meta,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a query to compute conversion rates for 2 products based on user actions logs.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a sorted array that may have repeated elements, how would you count each different element?",Software Engineer,Software Engineer(Internship),Meta,2017,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Given a sorted array that may have repeated elements, how would you count each different element?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
"Given a list of numbers 8, 4, 3, 0, 6, 4, 0, how would you move all the 0's to the start of the list while minimizing sorting rounds?",iOS Developer,IOS Developer,Meta,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Given a list of numbers 8, 4, 3, 0, 6, 4, 0, how would you move all the 0's to the start of the list while minimizing so'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you find a path from the root to a node in a binary tree where the integer values along the path add up to a given integer S?,Software Engineer,Software Engineer,Meta,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you find a path from the root to a node in a binary tree where the integer values along the path add up to a given i'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you ensure that the parentheses in a string are balanced and return a possible result?,Software Engineer,Software Developer,Meta,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you ensure that the parentheses in a string are balanced and return a possible result?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain SQL joins?,Systems Analyst,IT Business Systems Analyst,"ABB, ADP, Amazon, Amdocs, Apple, Axis Bank, Birlasoft, CGI, Citi, Coforge, Cognizant, Delhivery, FIS, HCLTech, HDFC, Illumina, JPMorgan Chase & Co., Luxoft, Meta, Mphasis, NTT Data, Nielsen, Qualcomm, Societe Generale, Sutherland, Tata Consultancy Services, UST, Virtusa, Xerox",2017,manual,industry,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain SQL joins?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to reverse a string?,Systems Engineer,Systems Engineer Specialist,"Amazon, American Express, Avanade, Bloomberg LP, Capgemini, Cerner Corporation, Citadel, Cognizant, EPAM Systems , Ericsson, HCLTech, Hexaware Technologies, Huawei, IBM , Infosys, Juniper Networks, LTIMindtree, Meta, Microsoft, Morgan Stanley, Mphasis, NVIDIA, NetApp, Northrop Grumman, OpenText, PayPal, Persistent Systems, Proofpoint, Qualcomm, Salesforce, Samsung, Tata Consultancy Services, Thomson Reuters, Tokopedia, ValueLabs, Visa, Wipro , Workday, Zoho",2018,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to reverse a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how merge sort works?,Software Engineer,Software Engineer,"Coforge, Meta, Persistent Systems",2018,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how merge sort works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how a binary tree works?,ML & Data,Machine Learning Engineer,"Amazon, FactSet, Google, Grab, Indeed, Informatica, Intel, Meta, Microsoft, NetApp, Optiver, Paycom, Pluralsight, Tata Consultancy Services, TikTok , Traveloka",2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how a binary tree works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the median of two sorted arrays?,Software Engineer,Software Engineer,"Amazon, Goldman Sachs, Meta, Microsoft, NVIDIA, PayPal, Shopee, TikTok ",2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the median of two sorted arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Binary Search Trees work?,Software Engineer,Senior Software Engineer,"Bloomberg LP, Cisco, Dell Technologies, Goldman Sachs, Google, Meta, Microsoft, VMware",2018,manual,industry,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how Binary Search Trees work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain different machine learning algorithms?,ML & Data,Associate Data Scientist,"Cognizant, Meta",2018,manual,industry,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain different machine learning algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Dijkstra's algorithm works?,Software Engineer,Software Developer,"BlackRock, Google, Meta, SAP, Uber",2018,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how Dijkstra's algorithm works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to translate an inputted number to its alphabetic value?,Software Engineer,Software Developer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to translate an inputted number to its alphabetic value?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a graph-related problem you have worked on?,Software Engineer,Software Engineer New Grad,Meta,2018,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain a graph-related problem you have worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How to count occurrences of each character in a given string?,Software Engineer,Software Engineer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How to count occurrences of each character in a given string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find the 2 closest points to the origin in a 2D plan?,Software Engineer,Facebook Software Engineer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you find the 2 closest points to the origin in a 2D plan?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design an auto complete service?,ML & Data,Machine Learning Engineer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design an auto complete service?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you validate a Binary Search Tree?,Software Engineer,Software Engineer,"Bloomberg LP, Meta, Microsoft",2018,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you validate a Binary Search Tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to find the Minimum Window Substring?,Software Engineer,Software Engineer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to find the Minimum Window Substring?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to implement an LRU Cache?,Software Engineer,Software Engineer,"Autodesk, Bloomberg LP, Meta, Microsoft, Palantir, Shopee",2018,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to implement an LRU Cache?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a complex SQL query you have written?,Software Engineer,Software Development Engineer (SDE),"Accenture, Anacle Systems , Capgemini, Ernst & Young (EY), FIS, Google, IBM , IGT Solutions, Meta, Roblox, Societe Generale",2018,manual,industry,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a complex SQL query you have written?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the process of in-order traversal of a binary tree?,Software Engineer,Software Engineer,Meta,2018,manual,bigtech,mid,Operating System,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the process of in-order traversal of a binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find all possible triplets of numbers in an unsorted integer array that add up to a target sum?,Software Engineer,Software Engineer(Internship),Meta,2018,manual,bigtech,junior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'How would you find all possible triplets of numbers in an unsorted integer array that add up to a target sum?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to turn an integer into an English String version of itself?,Software Engineer,Software Engineer(Internship),Meta,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to turn an integer into an English String version of itself?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would write functions and optimize algorithms?,Software Engineer,Software Engineer(Internship),Meta,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would write functions and optimize algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with hashtables before?,Software Engineer,Software Engineer(Internship),Meta,2018,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Have you worked with hashtables before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you determine if a string is a palindrome?,Software Engineer,Software Engineer New Grad,Meta,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you determine if a string is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you determine if a tree is a valid binary search tree?,Software Engineer,Software Engineer New Grad,Meta,2018,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How do you determine if a tree is a valid binary search tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of recursion?,Software Engineer,Software Development Engineer,"Acronis, Amazon, Capgemini, Comcast, Epic, Google, Infor, Intuit, Meta, Microsoft, Nokia, Snap Inc., Spotify, TikTok , Yahoo, Zoho, iCIMS",2018,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the concept of recursion?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what dynamic programming is?,Software Engineer,Software Engineer,"Accenture, Airbnb, Amazon, Amazon Web Services (AWS), Apple, Bloomberg LP, Chevron, Citadel, Delhivery, Deutsche Bank, Epic, FactSet, Goldman Sachs, Google, Intel, Intuit, LINE Technology, McKinsey & Company, Meta, Microsoft, Nagarro, NetSuite, Nordstrom, Oracle, TikTok , VMware, Yahoo, Zoho, eBay",2018,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain what dynamic programming is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you format the given string by inserting new lines and tabs according to the specified pattern?,Full Stack Developer,Full Stack Engineer,Meta,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you format the given string by inserting new lines and tabs according to the specified pattern?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to find the top k elements in a list using quick select?,Software Engineer,Software Engineer,Meta,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to find the top k elements in a list using quick select?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain basic terms and features of JavaScript such as closure, synchronization, stacks, queues, arrow function, and this?",Frontend Developer,Front-End Developer Intern,Meta,2021,manual,bigtech,junior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.","Identify the main concept in: 'Can you explain basic terms and features of JavaScript such as closure, synchronization, stacks, queues, arrow function,'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you describe a hard-level algorithm question you were asked?,Software Engineer,New Grad Software Engineer,Meta,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a hard-level algorithm question you were asked?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you create a deep copy of a linked list with random pointers?,Software Engineer,Software Engineer - Intern,Meta,2021,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you create a deep copy of a linked list with random pointers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with algorithms?,Software Engineer,Sr. Software Engineer,"Adobe, Amazon Web Services (AWS), Amdocs, BlackRock, Bloomberg LP, ByteDance, Citi, Google, Hexaware Technologies, Infosys, Meta, PayPal, Salesforce, Samsung, Tokopedia, Uber, VMware, Vodafone, Wise",2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how the heap data structure works?,Software Engineer,Software Engineer,"Bloomberg LP, Meta",2020,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how the heap data structure works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you define a function that prepares actual DOM elements based on a recursive description of DOM elements?,Frontend Developer,Front End Engineer,Meta,2022,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you define a function that prepares actual DOM elements based on a recursive description of DOM elements?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would traverse a binary tree depth first.,Software Engineer,Software Engineer,Meta,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how you would traverse a binary tree depth first.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What specific technical skills do you possess that are relevant to this position?,Software Engineer,Senior Software Engineer,Meta,2022,manual,bigtech,senior,Computer Networks,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What specific technical skills do you possess that are relevant to this position?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What coding problems did you encounter during the interview?,Software Engineer,Software Engineer(Internship),"Amazon, Gartner, Meta, Wipro ",2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What coding problems did you encounter during the interview?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how to implement the next permutation algorithm?,Software Engineer,Software Engineer New Grad,Meta,2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how to implement the next permutation algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write code to determine if a word is a palindrome?,Software Engineer,Software Engineer,"Chevron, Meta",2022,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write code to determine if a word is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to determine if a given string is a palindrome?,Software Engineer,Software Engineer,"Cognizant, FIS, Meta",2022,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to determine if a given string is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to find common ancestors in a tree.,ML & Data,Machine Learning Engineer,Meta,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how to find common ancestors in a tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Find the first common ancestor between two nodes in a binary tree.,Software Engineer,Software Engineer,Meta,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Find the first common ancestor between two nodes in a binary tree.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Return the sum of values of all nodes with a value in the inclusive range [low, high] in a binary search tree.",Software Engineer,Software Engineer,Meta,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Return the sum of values of all nodes with a value in the inclusive range [low, high] in a binary search tree.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
"Given an sql table and a business problem, write various queries to retrieve the answer to the business problem from the data.",ML & Data,Data Scientist,Meta,2022,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given an sql table and a business problem, write various queries to retrieve the answer to the business problem from the'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you implement the functions next() and hasNext() for an iterator?,Software Engineer,Software Engineer New Grad,Meta,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement the functions next() and hasNext() for an iterator?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find the maximum value of each layer in a binary tree?,Software Engineer,Software Engineer New Grad,Meta,2021,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you find the maximum value of each layer in a binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the matrix diagonal algorithm?,Software Engineer,Software Engineer,Meta,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the matrix diagonal algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort a list of words using a specific dictionary order?,Software Engineer,Software Engineer,Meta,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you sort a list of words using a specific dictionary order?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design an API for a Newsfeed.,Software Engineer,Senior Engineering Manager,Meta,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design an API for a Newsfeed.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design an API for a bidding system?,Software Engineer,Senior Engineering Manager,Meta,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design an API for a bidding system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain data structures and algorithms?,Software Engineer,SMTS Software Engineer,"Apple, BNY Mellon, Citi, Citrix, Cruise, DXC Technology, Freshworks, Google, Hewlett Packard Enterprise, Hitachi Vantara, Infosys, JPMorgan Chase & Co., KLA, Mastercard, Meta, Microsoft, Mphasis, Nagarro, Nielsen, Nutanix, Palantir, PayPal, Paytm, Persistent Systems, Robinhood, Salesforce, Tata Consultancy Services, Tech Mahindra, Thales, Visa, Walmart Global Tech, Wipro , Zenika, Zoho",2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain data structures and algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a map of cities to inhabitants in millions, return a random city such that probability of each city returned is proportional to the inhabitants staying in it.",Software Engineer,Senior Software Engineer,Meta,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a map of cities to inhabitants in millions, return a random city such that probability of each city returned is pr'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Explain how to efficiently calculate the dot product of two sparse vectors.,Software Engineer,Senior Software Engineer,Meta,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how to efficiently calculate the dot product of two sparse vectors.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with dynamic programming?,ML & Data,Data Scientist,"Apple, Google, Hudson River Trading, IBM , Informatica, Infosys, JPMorgan Chase & Co., Jio, KPMG, Lyft, Meta, Morgan Stanley, Nagarro, NetSuite, Optum, Oracle, Palantir, PayPal, TikTok , Wipro ",2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain your experience with dynamic programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the process of parsing through and storing data in a hash table?,Software Engineer,Software Engineer(Internship),Meta,2019,manual,bigtech,junior,Operating System,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the process of parsing through and storing data in a hash table?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you print out data from a hash table based on certain requirements?,Software Engineer,Software Engineer(Internship),Meta,2019,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you print out data from a hash table based on certain requirements?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
