question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you explain how to join tables in SQL?,Software Engineer,Software Developer,"Apple, BNY Mellon, Block, Tokopedia",2018,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to join tables in SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain what a palindrome is.,Software Engineer,Java Developer,"Accenture, Airbus, Apple, Cognizant, Huawei, IGATE, Optum, Paycom, Tokopedia, Zoho",2018,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain what a palindrome is.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Describe object-oriented design principles using animals and food as examples.,Software Engineer,Java Developer,Apple,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Describe object-oriented design principles using animals and food as examples.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what dynamic programming is?,Software Engineer,Software Engineer,"Accenture, Airbnb, Amazon, Amazon Web Services (AWS), Apple, Bloomberg LP, Chevron, Citadel, Delhivery, Deutsche Bank, Epic, FactSet, Goldman Sachs, Google, Intel, Intuit, LINE Technology, McKinsey & Company, Meta, Microsoft, Nagarro, NetSuite, Nordstrom, Oracle, TikTok , VMware, Yahoo, Zoho, eBay",2018,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain what dynamic programming is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to reverse a linked list with constant O(1) space complexity?,Software Engineer,Software Engineer,Apple,2024,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to reverse a linked list with constant O(1) space complexity?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain a python sorting function.,ML & Data,Data Scientist,Apple,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain a python sorting function.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience working with dataframes in Python?,ML & Data,Data Scientist,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience working with dataframes in Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your approach to designing metrics?,ML & Data,Data Scientist,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your approach to designing metrics?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you implement a queue?,Software Engineer,Software Engineer,"Apple, Comcast, Oracle, Salesforce, Zoho",2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you implement a queue?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how merge sort works.,Software Engineer,Associate Software Engineer,"Apple, BlackRock, NVIDIA, Nagarro, Oracle, VMware",2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how merge sort works.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the difference between the stack and the heap.,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,DSA,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Explain the difference between the stack and the heap.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to determine if an input string has palindromes?,ML & Data,data science internship,Apple,2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to determine if an input string has palindromes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the differences between heap and stack allocation?,Software Engineer,Software Engineer Intern,Apple,2022,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the differences between heap and stack allocation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are smart pointers and how do they work?,Software Engineer,Software Engineer Intern,"Apple, Philips",2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are smart pointers and how do they work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to generate a Fibonacci series?,Software Engineer,Software Engineer,"Apple, CGI, Tata Consultancy Services",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to generate a Fibonacci series?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given an input array [3,4,5], how do you generate an output array [20, 15, 12]?",Frontend Developer,Front End Developer,Apple,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Given an input array [3,4,5], how do you generate an output array [20, 15, 12]?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain the concept of list comprehensions?,Software Engineer,Web Developer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of list comprehensions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a program in Python to reverse a sentence.,Software Engineer,Web Developer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a program in Python to reverse a sentence.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the three keywords for the main function of a Java program and what do they mean?,Software Engineer,Web Developer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the three keywords for the main function of a Java program and what do they mean?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you build an npm package?,Frontend Developer,Front End Developer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you build an npm package?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain data structures and algorithms?,Software Engineer,SMTS Software Engineer,"Apple, BNY Mellon, Citi, Citrix, Cruise, DXC Technology, Freshworks, Google, Hewlett Packard Enterprise, Hitachi Vantara, Infosys, JPMorgan Chase & Co., KLA, Mastercard, Meta, Microsoft, Mphasis, Nagarro, Nielsen, Nutanix, Palantir, PayPal, Paytm, Persistent Systems, Robinhood, Salesforce, Tata Consultancy Services, Tech Mahindra, Thales, Visa, Walmart Global Tech, Wipro , Zenika, Zoho",2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain data structures and algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with dynamic programming?,ML & Data,Data Scientist,"Apple, Google, Hudson River Trading, IBM , Informatica, Infosys, JPMorgan Chase & Co., Jio, KPMG, Lyft, Meta, Morgan Stanley, Nagarro, NetSuite, Optum, Oracle, Palantir, PayPal, TikTok , Wipro ",2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain your experience with dynamic programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the difference between little endian and big endian.,Software Engineer,Software Engineer,"Apple, Cisco, Intel",2019,manual,bigtech,mid,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Explain the difference between little endian and big endian.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience working with APIs?,QA/Testing,Software Development Engineer In Test (SDET),"Apple, GitLab, Salesforce",2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience working with APIs?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience with SQL?,QA/Testing,Software Development Engineer In Test (SDET),"ASML, Accenture, Amdocs, Apple, CGI, CVS Health, Capgemini, Citi, Coinbase, Freddie Mac, HCLTech, Meta, Moody's Corporation, Nagarro, Persistent Systems, Publicis Sapient, Thumbtack, Virtusa, Wipro , Zynga",2022,manual,industry,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience with SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What does Simpson's Paradox describe?,ML & Data,Senior Data Scientist,Apple,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What does Simpson's Paradox describe?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide some basic TypeScript concepts?,Frontend Developer,Front End Developer,Apple,2022,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you provide some basic TypeScript concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some fundamental Vue.js/React.js concepts you are familiar with?,Frontend Developer,Front End Developer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some fundamental Vue.js/React.js concepts you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to implement an autocomplete search bar in TypeScript using Vue.js or React.js.,Frontend Developer,Front End Developer,Apple,2022,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Explain how to implement an autocomplete search bar in TypeScript using Vue.js or React.js.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to generate Fibonacci series?,Software Engineer,Software Engineer,"Apple, HARMAN, Virtusa",2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to generate Fibonacci series?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some antenna basics?,Systems Engineer,RF Systems Engineer,Apple,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some antenna basics?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Describe the process of network communication when visiting a website from start to finish.,Software Engineer,Software Engineer,Apple,2017,manual,bigtech,mid,Operating System,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Describe the process of network communication when visiting a website from start to finish.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you troubleshoot a xxxx situation?,QA/Testing,QA Engineer,Apple,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you troubleshoot a xxxx situation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is random forest?,ML & Data,Senior Data Scientist,"American Express, Apple, CVS Health, Credit Agricole CIB, PayPal",2017,manual,industry,senior,General CS,"Random forest is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is random forest?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write recursive functions?,ML & Data,Senior Data Scientist,Apple,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write recursive functions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a hashcode in Java?,Software Engineer,Software Engineer,Apple,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is a hashcode in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What specific functionalities in Java 8 are you familiar with?,Software Engineer,Software Engineer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What specific functionalities in Java 8 are you familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you approach a dynamic programming problem?,Software Engineer,Software Engineer,"Apple, Google",2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you approach a dynamic programming problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with databases?,Software Engineer,Software Engineer,"Antra, Apple, Atos, Dell Technologies, Lowe's Companies, Mphasis, NTT Data, Tata Consultancy Services, Uber",2021,manual,industry,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'Do you have experience with databases?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What challenges are commonly encountered in distributed systems and what are the most efficient ways to address them?,Data Engineer,Senior Data Engineer,Apple,2021,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What challenges are commonly encountered in distributed systems and what are the most efficient ways to address them?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between UL and DL split bearer?,QA/Testing,Field Test Engineer,Apple,2021,manual,bigtech,mid,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between UL and DL split bearer?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the reasons for IMS registration failure?,QA/Testing,Field Test Engineer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the reasons for IMS registration failure?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some questions related to system level programming and operating system?,Software Engineer,Software Engineer,Apple,2023,manual,bigtech,mid,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'What are some questions related to system level programming and operating system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with databases before?,Software Engineer,Software Engineer,"Accenture, Adyen, Allianz, Amazon, Apple, Blue Yonder, CitiusTech, Citrix, EPAM Systems , Informatica, Infosys, JPMorgan Chase & Co., Palantir, Societe Generale, Tata Consultancy Services, Tata Elxsi, Tokopedia, Visa",2023,manual,industry,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'Have you worked with databases before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you approach a data science problem from start to finish?,ML & Data,Data Scientist,Apple,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you approach a data science problem from start to finish?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write 4 classes of stack operations?,DevOps Engineer,Devops Engineer,Apple,2023,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write 4 classes of stack operations?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you handle a stack that receives input of characters with dynamically changing sizes?,DevOps Engineer,Devops Engineer,Apple,2023,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you handle a stack that receives input of characters with dynamically changing sizes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you proficient in SQL?,Data Analyst,Data Analyst,"Apple, Capgemini, IBM , Meta, Tech Mahindra, Wayfair",2023,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you proficient in SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain JavaScript and React concepts?,Software Engineer,Software Engineer(Internship),"Apple, Avanade",2022,manual,bigtech,junior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain JavaScript and React concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain basic concepts in C programming?,Software Engineer,Software Engineer,"Apple, Tata Consultancy Services",2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain basic concepts in C programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain dynamic programming and memory allocation,Software Engineer,Software Engineer(Internship),Apple,2020,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain dynamic programming and memory allocation'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you had any experience with system design?,Software Engineer,Software Engineer,"Accenture, Affirm, Apple, Audible, Meta, Microsoft, NetSuite, Paytm, Salesforce, Spotify",2020,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you had any experience with system design?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what concurrency concepts are and how they work?,Software Engineer,Senior Software Engineer,Apple,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what concurrency concepts are and how they work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What search algorithms have you worked with?,Software Engineer,Software Engineering,"Apple, Google",2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What search algorithms have you worked with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concepts of upcasting and downcasting in C++?,Software Engineer,Senior Software Engineer,Apple,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concepts of upcasting and downcasting in C++?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What experience do you have with debugging?,Software Engineer,Senior Software Engineer,Apple,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What experience do you have with debugging?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have knowledge of operating system concepts?,Software Engineer,Senior Software Engineer,Apple,2014,manual,bigtech,senior,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'Do you have knowledge of operating system concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain some basic algorithms and data structures?,Software Engineer,Software Engineer,"Apple, Bloomberg LP, Proofpoint",2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain some basic algorithms and data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you test a vending machine?,Software Engineer,Software Engineer,"Apple, Genesys, Medtronic, Microsoft",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you test a vending machine?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with MVC?,Systems Analyst,Systems Analyst,"Apple, Epsilon, Mphasis, NTT Data, Optum, UST, Unisys, Visa",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with MVC?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a palindrome?,Software Engineer,Software Engineer,"Apple, Compass, Epic, Fidelity Investments, General Motors, Hexaware Technologies, Infosys, KPIT, Meta, Persistent Systems",2024,manual,bigtech,mid,General CS,"A palindrome is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of an algorithmic question related to strings?,Software Engineer,Software Engineering,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of an algorithmic question related to strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have any experience with Perl?,QA/Testing,Software QA Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have any experience with Perl?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What operating system knowledge do you have?,Software Engineer,Senior Software Engineer,Apple,2014,manual,bigtech,senior,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'What operating system knowledge do you have?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the process of designing a capacitive touch screen?,Systems Engineer,Systems Engineer,Apple,2014,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the process of designing a capacitive touch screen?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a way to change the order of slides in a presentation by inserting a page between two specific pages,Software Engineer,Software Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a way to change the order of slides in a presentation by inserting a page between two specific pages'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have any experience with databases?,Software Engineer,Software Engineer,"Apple, Capgemini, Ubisoft",2014,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'Do you have any experience with databases?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a machine learning project where you compared data?,Software Engineer,Software Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a machine learning project where you compared data?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you comfortable writing SQL queries?,Software Engineer,Software Engineer,"Amazon, Apple, Ayoconnect, FIS, IBM , Oracle, Tata Consultancy Services, Virtusa",2019,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you comfortable writing SQL queries?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
